web_scraper_order,web_scraper_start_url,data,data2,data3,item_page_title,item_page_link
"1778947857-1","https://archive.ics.uci.edu/dataset/40/flags","An Occurrence based Approach to Mine Emerging Sequences","By Kang Deng, Osmar Zaïane. 2010","Published in DaWak.","An Occurrence based Approach to Mine Emerging Sequences","https://api.semanticscholar.org/CorpusID:11183246"
"1778947857-2","https://archive.ics.uci.edu/dataset/40/flags","Contrasting sequence groups by emerging sequences","By Kang Deng, Osmar Zaïane. 2009","Published in In Discovery Science.","Contrasting sequence groups by emerging sequences","https://api.semanticscholar.org/CorpusID:8461408"
"1778947857-3","https://archive.ics.uci.edu/dataset/40/flags","Decision trees with optimal joint partitioning","By Djamel Zighed, Gilbert Ritschard, Walid Erray, Vasile-Marian Scuturici. 2005","Published in Int. J. Intell. Syst..","Decision trees with optimal joint partitioning","https://api.semanticscholar.org/CorpusID:1018459"
"1778947857-4","https://archive.ics.uci.edu/dataset/40/flags","Arbogodaï, a New Approach for Decision Trees","By Djamel Zighed, Gilbert Ritschard, Walid Erray, Vasile-Marian Scuturici. 2003","Published in PKDD.","Arbogodaï, a New Approach for Decision Trees","https://api.semanticscholar.org/CorpusID:3254607"
